EngineType;CarNr;CarMake;CarModel;TD-GenartNr;TD-GenartDesc;K24-Kategorie;TD-ArtNr;PDM-ArtID;K24Number;Manufacturer;TD-ManufacturerNr
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);82;Bremsscheibe;Bremsanlage;61-03-334C;4655852;NULL;ASH;257
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);82;Bremsscheibe;Bremsanlage;DP-334C;4654424;NULL;JPP;156
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);215;Fußmattensatz;Innenausstattung;PAL18-0873;4690683;NULL;ASU;442
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);215;Fußmattensatz;Innenausstattung;PAL18-5873;4692592;NULL;ASU;442
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);391;Heckleuchte;Beleuchtung;2035652;4677085;NULL;AKA;362
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);391;Heckleuchte;Beleuchtung;2036652;4677086;NULL;AKA;362
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;22-1226-0;4673732;NULL;MLI;121
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;822-1226-0;4673945;NULL;CIF;311
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;N3613029;4674166;NULL;NIP;248
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);560;Dichtungsvollsatz, Motor;Kurbelgehäuse;01-10017-03;4665581;NULL;REI;9
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);654;Radlagersatz;Radaufhängung;KWD1293;4662471;NULL;DAY;42
Mild Hybrid;134747;MAZDA;3 Schrägheck (BP);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);82;Bremsscheibe;Bremsanlage;61-03-334C;4655852;NULL;ASH;257
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);82;Bremsscheibe;Bremsanlage;DP-334C;4654424;NULL;JPP;156
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);215;Fußmattensatz;Innenausstattung;PAL18-0873;4690683;NULL;ASU;442
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);215;Fußmattensatz;Innenausstattung;PAL18-5873;4692592;NULL;ASU;442
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);391;Heckleuchte;Beleuchtung;2031652;4677083;NULL;AKA;362
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);391;Heckleuchte;Beleuchtung;2032652;4677084;NULL;AKA;362
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;22-1226-0;4673732;NULL;MLI;121
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;822-1226-0;4673945;NULL;CIF;311
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;N3613029;4674166;NULL;NIP;248
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);560;Dichtungsvollsatz, Motor;Kurbelgehäuse;01-10017-03;4665581;NULL;REI;9
Mild Hybrid;134749;MAZDA;3 Stufenheck (BP_);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);82;Bremsscheibe;Bremsanlage;24013002221-SET-MS;4656119;NULL;MSP;358
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);82;Bremsscheibe;Bremsanlage;315 04 333 01 11;4656138;NULL;OES;2728
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);251;Lagerung, Lenker;Radaufhängung;20032;4686611;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);273;Lenker, Radaufhängung;Radaufhängung;BR2609;4685038;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);273;Lenker, Radaufhängung;Radaufhängung;BR2610;4685039;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);273;Lenker, Radaufhängung;Radaufhängung;BR2611;4685040;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);273;Lenker, Radaufhängung;Radaufhängung;BR2612;4685041;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);298;Wischblatt;Scheibenreinigung;119434;4682887;NULL;SWF;19
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4673058;NULL;CIF;311
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4672969;NULL;MLI;121
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);412;Sensor, Raddrehzahl;Bremsanlage;24.0710-2026.3;4672665;NULL;ATE;3
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);412;Sensor, Raddrehzahl;Bremsanlage;24.0710-2027.3;4672666;NULL;ATE;3
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);666;Dichtung, Unterdruckpumpe;Bremsanlage;115 262;4661852;NULL;TON;301
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);914;Spurstangenkopf;Lenkung;RD4693;4650081;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);914;Spurstangenkopf;Lenkung;RS4693;4650099;NULL;BIR;208
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);1088;Kühleremblem;Karosserie;316 04 152 01 11;4711747;NULL;OES;2728
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;LAWP1241;4707118;NULL;LU;4501
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);1373;Türgriff;Schließanlage;317 18 063 01 11;4701336;NULL;OES;2728
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);4144;Drucksensor, Bremskraftverstärker;Bremsanlage;117 108;4672405;NULL;TON;301
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;134986;AUDI;A7 Sportback (4KA);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);54;Schraube, Bremsscheibe;Bremsanlage;315 18 429 01 11;4666183;NULL;OES;2728
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);82;Bremsscheibe;Bremsanlage;24013002221-SET-MS;4656119;NULL;MSP;358
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);82;Bremsscheibe;Bremsanlage;315 04 333 01 11;4656138;NULL;OES;2728
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);298;Wischblatt;Scheibenreinigung;119434;4682887;NULL;SWF;19
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4673058;NULL;CIF;311
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4672969;NULL;MLI;121
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);412;Sensor, Raddrehzahl;Bremsanlage;24.0710-2026.3;4672665;NULL;ATE;3
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);412;Sensor, Raddrehzahl;Bremsanlage;24.0710-2027.3;4672666;NULL;ATE;3
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);666;Dichtung, Unterdruckpumpe;Bremsanlage;115 262;4661852;NULL;TON;301
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);914;Spurstangenkopf;Lenkung;RD4693;4650081;NULL;BIR;208
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);914;Spurstangenkopf;Lenkung;RS4693;4650099;NULL;BIR;208
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);1088;Kühleremblem;Karosserie;316 04 152 01 11;4711747;NULL;OES;2728
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);1260;Wasserpumpe;Kühlung;LAWP1241;4707118;NULL;LU;4501
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);1373;Türgriff;Schließanlage;317 18 063 01 11;4701336;NULL;OES;2728
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);4144;Drucksensor, Bremskraftverstärker;Bremsanlage;117 108;4672405;NULL;TON;301
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;134988;AUDI;A7 Sportback (4KA);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135106;AUDI;A6 C8 (4A2);20;Blende, Stoßfänger;Karosserie;AD0441237;4694482;NULL;PRA;340
Mild Hybrid;135106;AUDI;A6 C8 (4A2);20;Blende, Stoßfänger;Karosserie;AD0441238;4694483;NULL;PRA;340
Mild Hybrid;135106;AUDI;A6 C8 (4A2);82;Bremsscheibe;Bremsanlage;315 04 333 01 11;4656138;NULL;OES;2728
Mild Hybrid;135106;AUDI;A6 C8 (4A2);179;Elektrosatz, Anhängevorrichtung;Anhängevorrichtung;317 18 062 01 11;4696712;NULL;OES;2728
Mild Hybrid;135106;AUDI;A6 C8 (4A2);215;Fußmattensatz;Innenausstattung;PAL18-0052;4689862;NULL;ASU;442
Mild Hybrid;135106;AUDI;A6 C8 (4A2);215;Fußmattensatz;Innenausstattung;PAL18-5052;4691771;NULL;ASU;442
Mild Hybrid;135106;AUDI;A6 C8 (4A2);273;Lenker, Radaufhängung;Radaufhängung;BR2626;4685042;NULL;BIR;208
Mild Hybrid;135106;AUDI;A6 C8 (4A2);273;Lenker, Radaufhängung;Radaufhängung;BR2627;4685043;NULL;BIR;208
Mild Hybrid;135106;AUDI;A6 C8 (4A2);298;Wischblatt;Scheibenreinigung;119434;4682887;NULL;SWF;19
Mild Hybrid;135106;AUDI;A6 C8 (4A2);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046026142N-SET-MS;4673568;NULL;MSP;358
Mild Hybrid;135106;AUDI;A6 C8 (4A2);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027962N-SET-MS;4673577;NULL;MSP;358
Mild Hybrid;135106;AUDI;A6 C8 (4A2);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4673058;NULL;CIF;311
Mild Hybrid;135106;AUDI;A6 C8 (4A2);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4672969;NULL;MLI;121
Mild Hybrid;135106;AUDI;A6 C8 (4A2);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135106;AUDI;A6 C8 (4A2);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135106;AUDI;A6 C8 (4A2);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135106;AUDI;A6 C8 (4A2);914;Spurstangenkopf;Lenkung;RD4693;4650081;NULL;BIR;208
Mild Hybrid;135106;AUDI;A6 C8 (4A2);914;Spurstangenkopf;Lenkung;RS4693;4650099;NULL;BIR;208
Mild Hybrid;135106;AUDI;A6 C8 (4A2);938;Stoßfänger;Karosserie;AD0441040;4649664;NULL;PRA;340
Mild Hybrid;135106;AUDI;A6 C8 (4A2);938;Stoßfänger;Karosserie;AD0441041;4649665;NULL;PRA;340
Mild Hybrid;135106;AUDI;A6 C8 (4A2);938;Stoßfänger;Karosserie;AD0441071;4649666;NULL;PRA;340
Mild Hybrid;135106;AUDI;A6 C8 (4A2);1088;Kühleremblem;Karosserie;316 04 152 01 11;4711747;NULL;OES;2728
Mild Hybrid;135106;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135106;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135106;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;135106;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;LAWP1241;4707118;NULL;LU;4501
Mild Hybrid;135106;AUDI;A6 C8 (4A2);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;135106;AUDI;A6 C8 (4A2);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135106;AUDI;A6 C8 (4A2);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135106;AUDI;A6 C8 (4A2);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135108;AUDI;A6 C8 (4A2);20;Blende, Stoßfänger;Karosserie;AD0441237;4694482;NULL;PRA;340
Mild Hybrid;135108;AUDI;A6 C8 (4A2);20;Blende, Stoßfänger;Karosserie;AD0441238;4694483;NULL;PRA;340
Mild Hybrid;135108;AUDI;A6 C8 (4A2);82;Bremsscheibe;Bremsanlage;315 04 333 01 11;4656138;NULL;OES;2728
Mild Hybrid;135108;AUDI;A6 C8 (4A2);179;Elektrosatz, Anhängevorrichtung;Anhängevorrichtung;317 18 062 01 11;4696712;NULL;OES;2728
Mild Hybrid;135108;AUDI;A6 C8 (4A2);215;Fußmattensatz;Innenausstattung;PAL18-0052;4689862;NULL;ASU;442
Mild Hybrid;135108;AUDI;A6 C8 (4A2);215;Fußmattensatz;Innenausstattung;PAL18-5052;4691771;NULL;ASU;442
Mild Hybrid;135108;AUDI;A6 C8 (4A2);273;Lenker, Radaufhängung;Radaufhängung;BR2626;4685042;NULL;BIR;208
Mild Hybrid;135108;AUDI;A6 C8 (4A2);273;Lenker, Radaufhängung;Radaufhängung;BR2627;4685043;NULL;BIR;208
Mild Hybrid;135108;AUDI;A6 C8 (4A2);298;Wischblatt;Scheibenreinigung;119434;4682887;NULL;SWF;19
Mild Hybrid;135108;AUDI;A6 C8 (4A2);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046026142N-SET-MS;4673568;NULL;MSP;358
Mild Hybrid;135108;AUDI;A6 C8 (4A2);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027962N-SET-MS;4673577;NULL;MSP;358
Mild Hybrid;135108;AUDI;A6 C8 (4A2);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4673058;NULL;CIF;311
Mild Hybrid;135108;AUDI;A6 C8 (4A2);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4672969;NULL;MLI;121
Mild Hybrid;135108;AUDI;A6 C8 (4A2);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;135108;AUDI;A6 C8 (4A2);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135108;AUDI;A6 C8 (4A2);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135108;AUDI;A6 C8 (4A2);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135108;AUDI;A6 C8 (4A2);914;Spurstangenkopf;Lenkung;RD4693;4650081;NULL;BIR;208
Mild Hybrid;135108;AUDI;A6 C8 (4A2);914;Spurstangenkopf;Lenkung;RS4693;4650099;NULL;BIR;208
Mild Hybrid;135108;AUDI;A6 C8 (4A2);938;Stoßfänger;Karosserie;AD0441040;4649664;NULL;PRA;340
Mild Hybrid;135108;AUDI;A6 C8 (4A2);938;Stoßfänger;Karosserie;AD0441041;4649665;NULL;PRA;340
Mild Hybrid;135108;AUDI;A6 C8 (4A2);938;Stoßfänger;Karosserie;AD0441071;4649666;NULL;PRA;340
Mild Hybrid;135108;AUDI;A6 C8 (4A2);1088;Kühleremblem;Karosserie;316 04 152 01 11;4711747;NULL;OES;2728
Mild Hybrid;135108;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135108;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135108;AUDI;A6 C8 (4A2);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;135108;AUDI;A6 C8 (4A2);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;135108;AUDI;A6 C8 (4A2);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135108;AUDI;A6 C8 (4A2);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135108;AUDI;A6 C8 (4A2);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);20;Blende, Stoßfänger;Karosserie;AD0441237;4694482;NULL;PRA;340
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);20;Blende, Stoßfänger;Karosserie;AD0441238;4694483;NULL;PRA;340
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);82;Bremsscheibe;Bremsanlage;315 04 333 01 11;4656138;NULL;OES;2728
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);179;Elektrosatz, Anhängevorrichtung;Anhängevorrichtung;317 18 062 01 11;4696712;NULL;OES;2728
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);215;Fußmattensatz;Innenausstattung;PAL18-0052;4689862;NULL;ASU;442
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);215;Fußmattensatz;Innenausstattung;PAL18-5052;4691771;NULL;ASU;442
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);273;Lenker, Radaufhängung;Radaufhängung;BR2626;4685042;NULL;BIR;208
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);273;Lenker, Radaufhängung;Radaufhängung;BR2627;4685043;NULL;BIR;208
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);298;Wischblatt;Scheibenreinigung;119434;4682887;NULL;SWF;19
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046026142N-SET-MS;4673568;NULL;MSP;358
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027962N-SET-MS;4673577;NULL;MSP;358
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4673058;NULL;CIF;311
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4672969;NULL;MLI;121
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);416;Hydraulikfilter, Automatikgetriebe;Automatikgetriebe;KIT21105;4672339;NULL;HFF;341
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);914;Spurstangenkopf;Lenkung;RD4693;4650081;NULL;BIR;208
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);914;Spurstangenkopf;Lenkung;RS4693;4650099;NULL;BIR;208
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);938;Stoßfänger;Karosserie;AD0441040;4649664;NULL;PRA;340
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);938;Stoßfänger;Karosserie;AD0441041;4649665;NULL;PRA;340
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);1088;Kühleremblem;Karosserie;316 04 152 01 11;4711747;NULL;OES;2728
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;LAWP1241;4707118;NULL;LU;4501
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);4921;Teilesatz, Ölwechsel-Automatikgetriebe;Service/Wartung;105.106.0018;4668359;NULL;TCA;4342
Mild Hybrid;135112;AUDI;A6 C8 Avant (4A5);5761;Ladekabel, Elektrofahrzeug;Hybrid-/Elektroantrieb;MX 485;4664678;NULL;MAH;287
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);20;Blende, Stoßfänger;Karosserie;AD0441237;4694482;NULL;PRA;340
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);20;Blende, Stoßfänger;Karosserie;AD0441238;4694483;NULL;PRA;340
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);82;Bremsscheibe;Bremsanlage;315 04 333 01 11;4656138;NULL;OES;2728
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);179;Elektrosatz, Anhängevorrichtung;Anhängevorrichtung;317 18 062 01 11;4696712;NULL;OES;2728
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);215;Fußmattensatz;Innenausstattung;PAL18-0052;4689862;NULL;ASU;442
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);215;Fußmattensatz;Innenausstattung;PAL18-5052;4691771;NULL;ASU;442
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);273;Lenker, Radaufhängung;Radaufhängung;BR2626;4685042;NULL;BIR;208
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);273;Lenker, Radaufhängung;Radaufhängung;BR2627;4685043;NULL;BIR;208
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);298;Wischblatt;Scheibenreinigung;119434;4682887;NULL;SWF;19
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046026142N-SET-MS;4673568;NULL;MSP;358
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);402;Bremsbelagsatz, Scheibenbremse;Bremsanlage;13046027962N-SET-MS;4673577;NULL;MSP;358
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4673058;NULL;CIF;311
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);407;Warnkontakt, Bremsbelagverschleiß;Bremsanlage;SU.380;4672969;NULL;MLI;121
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);654;Radlagersatz;Radaufhängung;100710L;3444760;NULL;OPT;129
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);654;Radlagersatz;Radaufhängung;9262002;4662811;NULL;GSP;373
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);654;Radlagersatz;Radaufhängung;9262002K;4662812;NULL;GSP;373
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);914;Spurstangenkopf;Lenkung;RD4693;4650081;NULL;BIR;208
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);914;Spurstangenkopf;Lenkung;RS4693;4650099;NULL;BIR;208
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);938;Stoßfänger;Karosserie;AD0441040;4649664;NULL;PRA;340
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);938;Stoßfänger;Karosserie;AD0441041;4649665;NULL;PRA;340
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);1088;Kühleremblem;Karosserie;316 04 152 01 11;4711747;NULL;OES;2728
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;053-025-0037;4707255;NULL;ABK;4657
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;053-025-0038;4707256;NULL;ABK;4657
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);1260;Wasserpumpe;Kühlung;570047N;4707347;NULL;DAS;80
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);2462;Trag-/Führungsgelenk;Radaufhängung;BBJ5758;4687082;NULL;B+B;475
Mild Hybrid;135113;AUDI;A6 C8 Avant (4A5);4246;Emblem, Radzierblende;Räder;100 18 018 01 11;4671902;NULL;OES;2728
